18,27,37,Nan,Nan,Nan,Nan,Nan
12,14,37,44,Nan,Nan,Nan,Nan
0,34,46,Nan,Nan,Nan,Nan,Nan
38,Nan,Nan,Nan,Nan,Nan,Nan,Nan
20,22,29,41,Nan,Nan,Nan,Nan
8,22,43,Nan,Nan,Nan,Nan,Nan
11,27,Nan,Nan,Nan,Nan,Nan,Nan
1,24,25,27,28,Nan,Nan,Nan
3,5,7,14,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
12,31,34,36,48,Nan,Nan,Nan
2,5,21,Nan,Nan,Nan,Nan,Nan
3,4,15,Nan,Nan,Nan,Nan,Nan
2,11,25,29,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
8,23,31,49,Nan,Nan,Nan,Nan
2,9,16,26,Nan,Nan,Nan,Nan
4,9,Nan,Nan,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
0,2,8,22,38,46,Nan,Nan
13,49,Nan,Nan,Nan,Nan,Nan,Nan
11,36,Nan,Nan,Nan,Nan,Nan,Nan
7,11,37,Nan,Nan,Nan,Nan,Nan
9,11,22,24,41,Nan,Nan,Nan
9,Nan,Nan,Nan,Nan,Nan,Nan,Nan
5,22,Nan,Nan,Nan,Nan,Nan,Nan
4,6,8,48,Nan,Nan,Nan,Nan
4,9,14,Nan,Nan,Nan,Nan,Nan
3,5,22,Nan,Nan,Nan,Nan,Nan
2,5,22,Nan,Nan,Nan,Nan,Nan
5,7,15,18,35,49,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
0,2,10,Nan,Nan,Nan,Nan,Nan
2,27,36,Nan,Nan,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
4,9,Nan,Nan,Nan,Nan,Nan,Nan
4,9,Nan,Nan,Nan,Nan,Nan,Nan
12,22,27,48,Nan,Nan,Nan,Nan
5,8,22,31,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
4,25,35,43,Nan,Nan,Nan,Nan
5,22,30,36,44,Nan,Nan,Nan
1,2,6,7,22,Nan,Nan,Nan
13,22,28,35,Nan,Nan,Nan,Nan
3,19,43,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
19,27,28,Nan,Nan,Nan,Nan,Nan
45,Nan,Nan,Nan,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
28,32,35,37,Nan,Nan,Nan,Nan
4,19,Nan,Nan,Nan,Nan,Nan,Nan
0,21,46,Nan,Nan,Nan,Nan,Nan
0,2,7,33,42,Nan,Nan,Nan
8,24,Nan,Nan,Nan,Nan,Nan,Nan
27,28,41,42,Nan,Nan,Nan,Nan
9,45,Nan,Nan,Nan,Nan,Nan,Nan
2,29,40,43,48,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
5,13,35,37,43,Nan,Nan,Nan
25,Nan,Nan,Nan,Nan,Nan,Nan,Nan
18,24,29,38,45,Nan,Nan,Nan
4,5,25,Nan,Nan,Nan,Nan,Nan
21,Nan,Nan,Nan,Nan,Nan,Nan,Nan
1,19,Nan,Nan,Nan,Nan,Nan,Nan
14,44,Nan,Nan,Nan,Nan,Nan,Nan
5,22,Nan,Nan,Nan,Nan,Nan,Nan
1,5,22,Nan,Nan,Nan,Nan,Nan
17,38,Nan,Nan,Nan,Nan,Nan,Nan
1,22,Nan,Nan,Nan,Nan,Nan,Nan
10,26,27,40,Nan,Nan,Nan,Nan
7,19,28,31,38,39,Nan,Nan
3,18,34,Nan,Nan,Nan,Nan,Nan
12,14,Nan,Nan,Nan,Nan,Nan,Nan
5,22,23,37,41,Nan,Nan,Nan
0,8,44,Nan,Nan,Nan,Nan,Nan
7,19,45,Nan,Nan,Nan,Nan,Nan
6,14,22,24,Nan,Nan,Nan,Nan
0,16,36,Nan,Nan,Nan,Nan,Nan
30,38,46,Nan,Nan,Nan,Nan,Nan
12,31,36,Nan,Nan,Nan,Nan,Nan
7,9,25,36,Nan,Nan,Nan,Nan
4,12,25,32,Nan,Nan,Nan,Nan
3,18,20,23,26,33,35,Nan
7,10,28,32,Nan,Nan,Nan,Nan
1,4,6,16,17,36,38,45
4,9,Nan,Nan,Nan,Nan,Nan,Nan
1,19,21,39,Nan,Nan,Nan,Nan
7,11,37,45,48,Nan,Nan,Nan
27,46,Nan,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
5,10,11,Nan,Nan,Nan,Nan,Nan
27,28,33,48,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
15,49,Nan,Nan,Nan,Nan,Nan,Nan
20,41,Nan,Nan,Nan,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
1,3,19,21,Nan,Nan,Nan,Nan
14,18,19,31,39,Nan,Nan,Nan
7,15,Nan,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
9,32,40,Nan,Nan,Nan,Nan,Nan
5,22,Nan,Nan,Nan,Nan,Nan,Nan
5,9,38,39,40,43,Nan,Nan
4,23,Nan,Nan,Nan,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
3,5,7,22,28,45,Nan,Nan
4,13,14,27,28,38,Nan,Nan
18,37,49,Nan,Nan,Nan,Nan,Nan
35,40,45,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
8,13,14,16,29,31,44,Nan
28,43,Nan,Nan,Nan,Nan,Nan,Nan
3,Nan,Nan,Nan,Nan,Nan,Nan,Nan
16,27,28,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
30,40,Nan,Nan,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
7,15,Nan,Nan,Nan,Nan,Nan,Nan
16,32,33,Nan,Nan,Nan,Nan,Nan
2,5,7,11,35,41,Nan,Nan
24,29,36,38,49,Nan,Nan,Nan
13,27,28,49,Nan,Nan,Nan,Nan
1,19,28,44,Nan,Nan,Nan,Nan
5,9,21,26,30,46,47,Nan
17,23,45,Nan,Nan,Nan,Nan,Nan
16,18,39,43,Nan,Nan,Nan,Nan
8,14,26,29,Nan,Nan,Nan,Nan
0,1,5,8,22,23,44,Nan
2,22,33,37,Nan,Nan,Nan,Nan
22,25,29,31,36,Nan,Nan,Nan
6,27,28,Nan,Nan,Nan,Nan,Nan
1,19,Nan,Nan,Nan,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
13,33,42,Nan,Nan,Nan,Nan,Nan
17,29,39,47,Nan,Nan,Nan,Nan
26,42,Nan,Nan,Nan,Nan,Nan,Nan
21,26,38,Nan,Nan,Nan,Nan,Nan
8,Nan,Nan,Nan,Nan,Nan,Nan,Nan
3,6,16,18,25,35,Nan,Nan
12,16,31,36,48,Nan,Nan,Nan
9,Nan,Nan,Nan,Nan,Nan,Nan,Nan
7,28,Nan,Nan,Nan,Nan,Nan,Nan
12,Nan,Nan,Nan,Nan,Nan,Nan,Nan
14,22,44,Nan,Nan,Nan,Nan,Nan
24,29,42,Nan,Nan,Nan,Nan,Nan
31,33,48,Nan,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
27,28,37,Nan,Nan,Nan,Nan,Nan
0,2,7,46,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
14,16,19,32,41,45,Nan,Nan
10,23,24,Nan,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
33,34,48,Nan,Nan,Nan,Nan,Nan
1,19,30,Nan,Nan,Nan,Nan,Nan
4,9,19,42,44,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
12,31,32,36,48,Nan,Nan,Nan
3,14,19,20,44,Nan,Nan,Nan
22,27,28,Nan,Nan,Nan,Nan,Nan
14,44,45,Nan,Nan,Nan,Nan,Nan
31,39,48,Nan,Nan,Nan,Nan,Nan
3,15,25,47,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
1,4,9,46,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
14,29,44,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
11,13,19,23,35,38,45,Nan
2,13,15,38,Nan,Nan,Nan,Nan
19,Nan,Nan,Nan,Nan,Nan,Nan,Nan
22,23,28,45,Nan,Nan,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
25,28,37,45,47,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
17,21,39,Nan,Nan,Nan,Nan,Nan
3,5,18,35,Nan,Nan,Nan,Nan
20,29,43,Nan,Nan,Nan,Nan,Nan
4,9,Nan,Nan,Nan,Nan,Nan,Nan
5,22,Nan,Nan,Nan,Nan,Nan,Nan
0,2,31,46,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
25,28,30,33,Nan,Nan,Nan,Nan
1,23,39,41,Nan,Nan,Nan,Nan
3,5,22,29,Nan,Nan,Nan,Nan
1,4,5,15,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
4,25,29,Nan,Nan,Nan,Nan,Nan
0,13,27,39,44,Nan,Nan,Nan
1,5,22,Nan,Nan,Nan,Nan,Nan
14,44,Nan,Nan,Nan,Nan,Nan,Nan
1,12,19,30,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
4,9,33,Nan,Nan,Nan,Nan,Nan
7,15,17,39,49,Nan,Nan,Nan
2,8,28,42,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
3,5,18,25,27,35,Nan,Nan
1,12,48,Nan,Nan,Nan,Nan,Nan
5,22,Nan,Nan,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
3,4,7,9,Nan,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
2,5,45,48,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
11,24,35,Nan,Nan,Nan,Nan,Nan
8,33,42,Nan,Nan,Nan,Nan,Nan
4,8,27,28,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
18,31,35,46,Nan,Nan,Nan,Nan
23,24,40,41,Nan,Nan,Nan,Nan
2,4,27,34,37,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
0,46,Nan,Nan,Nan,Nan,Nan,Nan
7,11,37,38,45,Nan,Nan,Nan
1,40,Nan,Nan,Nan,Nan,Nan,Nan
3,18,26,28,35,41,44,Nan
23,24,40,41,43,Nan,Nan,Nan
33,42,Nan,Nan,Nan,Nan,Nan,Nan
0,3,10,13,26,28,Nan,Nan
3,7,11,20,33,34,37,45
23,24,40,41,43,Nan,Nan,Nan
15,46,Nan,Nan,Nan,Nan,Nan,Nan
8,9,13,22,26,Nan,Nan,Nan
5,22,Nan,Nan,Nan,Nan,Nan,Nan
1,2,23,Nan,Nan,Nan,Nan,Nan
1,18,48,Nan,Nan,Nan,Nan,Nan
2,7,15,41,49,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
1,19,27,28,42,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
3,13,36,Nan,Nan,Nan,Nan,Nan
1,7,10,36,46,Nan,Nan,Nan
33,35,Nan,Nan,Nan,Nan,Nan,Nan
5,9,Nan,Nan,Nan,Nan,Nan,Nan
18,20,Nan,Nan,Nan,Nan,Nan,Nan
7,33,42,44,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
16,20,26,Nan,Nan,Nan,Nan,Nan
34,45,Nan,Nan,Nan,Nan,Nan,Nan
0,33,Nan,Nan,Nan,Nan,Nan,Nan
1,4,19,36,Nan,Nan,Nan,Nan
11,26,35,39,Nan,Nan,Nan,Nan
2,8,16,39,Nan,Nan,Nan,Nan
5,22,Nan,Nan,Nan,Nan,Nan,Nan
0,11,46,Nan,Nan,Nan,Nan,Nan
5,7,11,18,25,37,Nan,Nan
31,34,42,Nan,Nan,Nan,Nan,Nan
12,27,28,43,Nan,Nan,Nan,Nan
13,35,36,Nan,Nan,Nan,Nan,Nan
13,34,Nan,Nan,Nan,Nan,Nan,Nan
4,9,10,13,39,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
0,5,13,22,45,Nan,Nan,Nan
1,6,41,46,Nan,Nan,Nan,Nan
31,36,Nan,Nan,Nan,Nan,Nan,Nan
9,27,28,Nan,Nan,Nan,Nan,Nan
15,17,40,47,49,Nan,Nan,Nan
0,16,38,48,Nan,Nan,Nan,Nan
16,32,Nan,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
0,2,13,33,46,Nan,Nan,Nan
4,9,19,Nan,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
16,20,32,45,Nan,Nan,Nan,Nan
9,33,42,Nan,Nan,Nan,Nan,Nan
11,12,17,44,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
0,7,15,48,Nan,Nan,Nan,Nan
5,22,30,Nan,Nan,Nan,Nan,Nan
17,Nan,Nan,Nan,Nan,Nan,Nan,Nan
7,10,15,40,48,Nan,Nan,Nan
12,25,31,36,Nan,Nan,Nan,Nan
14,32,44,Nan,Nan,Nan,Nan,Nan
4,9,Nan,Nan,Nan,Nan,Nan,Nan
1,40,44,Nan,Nan,Nan,Nan,Nan
2,17,26,35,41,Nan,Nan,Nan
46,48,Nan,Nan,Nan,Nan,Nan,Nan
1,2,5,16,19,29,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
17,22,47,Nan,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
20,21,30,47,Nan,Nan,Nan,Nan
2,13,14,17,23,44,45,46
0,10,Nan,Nan,Nan,Nan,Nan,Nan
0,3,36,Nan,Nan,Nan,Nan,Nan
3,4,23,24,Nan,Nan,Nan,Nan
0,14,18,32,44,45,Nan,Nan
5,48,Nan,Nan,Nan,Nan,Nan,Nan
33,42,Nan,Nan,Nan,Nan,Nan,Nan
1,14,21,25,26,39,46,Nan
0,3,46,Nan,Nan,Nan,Nan,Nan
1,19,33,Nan,Nan,Nan,Nan,Nan
23,24,40,41,Nan,Nan,Nan,Nan
7,8,31,35,42,Nan,Nan,Nan
14,44,Nan,Nan,Nan,Nan,Nan,Nan
5,8,9,22,23,30,Nan,Nan
1,Nan,Nan,Nan,Nan,Nan,Nan,Nan
23,24,40,41,Nan,Nan,Nan,Nan
4,27,28,47,Nan,Nan,Nan,Nan
7,30,Nan,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
11,31,40,42,Nan,Nan,Nan,Nan
19,43,Nan,Nan,Nan,Nan,Nan,Nan
1,5,22,47,Nan,Nan,Nan,Nan
2,4,12,29,30,42,46,47
2,18,20,29,38,39,40,41
0,2,46,Nan,Nan,Nan,Nan,Nan
6,7,15,30,46,49,Nan,Nan
10,28,30,39,43,44,46,Nan
4,23,27,28,45,Nan,Nan,Nan
33,38,45,Nan,Nan,Nan,Nan,Nan
14,28,44,Nan,Nan,Nan,Nan,Nan
5,18,22,Nan,Nan,Nan,Nan,Nan
0,Nan,Nan,Nan,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
6,18,29,46,Nan,Nan,Nan,Nan
5,20,33,Nan,Nan,Nan,Nan,Nan
7,20,21,27,28,39,48,Nan
7,15,25,49,Nan,Nan,Nan,Nan
25,Nan,Nan,Nan,Nan,Nan,Nan,Nan
14,44,Nan,Nan,Nan,Nan,Nan,Nan
5,8,Nan,Nan,Nan,Nan,Nan,Nan
2,27,46,Nan,Nan,Nan,Nan,Nan
7,15,41,43,49,Nan,Nan,Nan
5,7,10,12,28,Nan,Nan,Nan
4,5,19,22,32,49,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
5,12,38,49,Nan,Nan,Nan,Nan
4,14,44,Nan,Nan,Nan,Nan,Nan
23,Nan,Nan,Nan,Nan,Nan,Nan,Nan
21,37,48,Nan,Nan,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
0,2,12,16,32,45,47,Nan
14,27,44,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
23,39,46,Nan,Nan,Nan,Nan,Nan
18,19,35,38,41,Nan,Nan,Nan
17,40,Nan,Nan,Nan,Nan,Nan,Nan
1,8,25,33,48,Nan,Nan,Nan
4,24,45,Nan,Nan,Nan,Nan,Nan
22,24,37,42,Nan,Nan,Nan,Nan
30,34,Nan,Nan,Nan,Nan,Nan,Nan
17,20,47,Nan,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
42,47,Nan,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
1,6,16,19,36,Nan,Nan,Nan
37,Nan,Nan,Nan,Nan,Nan,Nan,Nan
1,16,18,25,31,41,45,Nan
1,12,17,19,Nan,Nan,Nan,Nan
11,13,Nan,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
17,18,29,45,Nan,Nan,Nan,Nan
4,9,Nan,Nan,Nan,Nan,Nan,Nan
7,12,15,20,29,42,44,Nan
22,32,39,44,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
6,11,14,Nan,Nan,Nan,Nan,Nan
16,21,26,35,47,48,Nan,Nan
33,35,42,Nan,Nan,Nan,Nan,Nan
1,9,19,37,44,47,Nan,Nan
29,38,49,Nan,Nan,Nan,Nan,Nan
4,9,Nan,Nan,Nan,Nan,Nan,Nan
1,8,19,38,Nan,Nan,Nan,Nan
20,39,Nan,Nan,Nan,Nan,Nan,Nan
7,15,16,Nan,Nan,Nan,Nan,Nan
1,7,9,20,22,30,36,46
4,5,26,Nan,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
14,37,Nan,Nan,Nan,Nan,Nan,Nan
27,28,36,Nan,Nan,Nan,Nan,Nan
16,21,32,34,48,Nan,Nan,Nan
25,43,Nan,Nan,Nan,Nan,Nan,Nan
2,10,48,Nan,Nan,Nan,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
5,22,24,46,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
0,32,Nan,Nan,Nan,Nan,Nan,Nan
5,22,41,Nan,Nan,Nan,Nan,Nan
14,44,Nan,Nan,Nan,Nan,Nan,Nan
2,8,43,Nan,Nan,Nan,Nan,Nan
19,36,Nan,Nan,Nan,Nan,Nan,Nan
23,32,43,Nan,Nan,Nan,Nan,Nan
36,Nan,Nan,Nan,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
1,11,36,Nan,Nan,Nan,Nan,Nan
1,2,5,Nan,Nan,Nan,Nan,Nan
17,19,46,Nan,Nan,Nan,Nan,Nan
1,4,9,49,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
3,7,26,34,Nan,Nan,Nan,Nan
12,24,30,36,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
0,1,5,Nan,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
25,32,38,Nan,Nan,Nan,Nan,Nan
9,29,33,42,Nan,Nan,Nan,Nan
15,19,Nan,Nan,Nan,Nan,Nan,Nan
13,14,19,44,46,47,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
41,Nan,Nan,Nan,Nan,Nan,Nan,Nan
1,18,19,30,40,45,Nan,Nan
1,18,36,37,49,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
0,18,26,31,Nan,Nan,Nan,Nan
4,7,8,13,Nan,Nan,Nan,Nan
30,33,38,42,49,Nan,Nan,Nan
0,6,11,21,26,36,Nan,Nan
0,2,23,33,46,Nan,Nan,Nan
31,36,37,48,Nan,Nan,Nan,Nan
4,9,Nan,Nan,Nan,Nan,Nan,Nan
0,19,29,Nan,Nan,Nan,Nan,Nan
16,19,31,32,39,45,Nan,Nan
13,22,30,35,Nan,Nan,Nan,Nan
3,18,35,36,45,Nan,Nan,Nan
7,12,19,25,31,35,36,Nan
27,37,39,40,44,Nan,Nan,Nan
